Category,Price,Rating,Stock,Discount
B,0.3516217035465293,0.5207552497147244,Out of Stock,0.8775510204081632
Unknown,0.9192684651914721,0.7464206821401498,In Stock,0.4693877551020408
C,0.9366474689299787,0.3270513979161759,Out of Stock,0.5306122448979591
Unknown,0.6202889764575124,0.5207552497147244,In Stock,0.8979591836734693
D,0.87006163483884,0.959595949781627,Out of Stock,0.7755102040816326
Unknown,0.4213397999393756,0.0010497649122953034,Out of Stock,0.6530612244897959
Unknown,0.3372739213903203,0.20127984040945213,In Stock,0.5102040816326531
Unknown,0.45933111043750635,0.811171652116491,In Stock,0.8979591836734693
Unknown,0.024047691219561483,0.9721055011486807,Out of Stock,0.5510204081632653
Unknown,0.07881176113973931,0.5117602989331237,Out of Stock,0.22448979591836732
Unknown,0.9785793674850964,0.8376974851092428,In Stock,0.5102040816326531
C,0.4945438011518642,0.7688726442061607,Out of Stock,0.5102040816326531
Unknown,0.46983934525613824,0.45622685231952376,Out of Stock,0.4081632653061224
Unknown,0.3213094877235526,0.5207552497147244,In Stock,0.26530612244897955
Unknown,0.25431949075477417,0.3562143332833072,In Stock,0.5102040816326531
Unknown,0.9530160654743861,0.5207552497147244,In Stock,0.6530612244897959
Unknown,0.5828028695564312,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.14317469940385977,0.4200230941017661,Out of Stock,0.6530612244897959
Unknown,0.2344144690310195,0.5207552497147244,In Stock,0.5714285714285714
D,0.34434677174901485,0.5207552497147244,Out of Stock,0.5714285714285714
Unknown,0.06032130948772355,0.8444059708246686,In Stock,0.18367346938775508
Unknown,0.17762958472264323,0.3317093490373373,In Stock,0.9795918367346939
Unknown,0.9627159745377387,0.5207552497147244,In Stock,0.42857142857142855
A,0.6215014650904314,0.5207552497147244,In Stock,0.5102040816326531
D,0.14458926947559866,0.5207552497147244,Out of Stock,0.5102040816326531
C,0.7231484288168132,0.5207552497147244,Out of Stock,0.1020408163265306
Unknown,0.8372234010306153,0.7343972750649338,In Stock,0.9999999999999999
B,0.27270890168738005,0.5207552497147244,In Stock,0.2040816326530612
A,0.8966353440436495,0.4189284686449323,In Stock,0.1020408163265306
Unknown,0.6823279781752045,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.6451449934323532,0.5690746531462227,Out of Stock,0.18367346938775508
C,0.04152773567747803,0.1378234569660408,In Stock,0.36734693877551017
Unknown,0.7720521370112154,0.5207552497147244,In Stock,0.9183673469387754
A,0.47913509144185107,0.4526327301557701,Out of Stock,0.5102040816326531
C,0.885621905627968,0.4476322694997844,In Stock,0.5102040816326531
Unknown,0.8782459331110437,0.5207552497147244,In Stock,0.6938775510204082
Unknown,0.7420430433464685,0.3792461926428967,Out of Stock,0.1020408163265306
Unknown,0.006769728200464788,0.39986277505807866,In Stock,0.9999999999999999
Unknown,0.6090734566030109,0.5207552497147244,In Stock,0.24489795918367346
Unknown,0.10599171466100839,0.2175986726708799,In Stock,0.18367346938775508
Unknown,0.18096392846317066,0.3539664529552672,Out of Stock,0.673469387755102
C,0.7420430433464685,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.25654238658179246,0.7648178049259461,Out of Stock,0.1020408163265306
C,0.8820854804486208,0.2962852741565567,In Stock,0.9183673469387754
D,0.7762958472264322,0.2407319285394185,In Stock,0.04081632653061224
Unknown,0.9032029908052945,0.5207552497147244,Out of Stock,0.8571428571428571
C,0.025866424168940083,0.13367317060662365,In Stock,0.1020408163265306
Unknown,0.40618369202788723,0.042754709449132566,Out of Stock,0.3061224489795918
D,0.9914115388501565,0.8064757515085889,In Stock,0.673469387755102
D,0.7371930888147923,0.8852876108497741,In Stock,0.9183673469387754
A,0.5487521471152874,0.5207552497147244,In Stock,0.6326530612244897
C,0.9942406789936344,0.5249662568203423,In Stock,0.836734693877551
Unknown,0.5847226432252197,0.0027850182991120964,In Stock,0.7142857142857142
C,0.19834293220167729,0.44353414970283855,In Stock,0.7755102040816326
Unknown,0.35071233707183996,0.1704623192506871,In Stock,0.16326530612244897
Unknown,0.7221380216227139,0.5207552497147244,Out of Stock,0.8163265306122448
Unknown,0.2789734262907952,0.5207552497147244,Out of Stock,0.4081632653061224
Unknown,0.30787107204203296,0.3591827299895418,Out of Stock,0.22448979591836732
D,0.2520965949277559,0.4234380235741313,In Stock,0.44897959183673464
C,0.4945438011518642,0.380185820176559,Out of Stock,0.9795918367346939
Unknown,0.8487420430433464,0.5207552497147244,In Stock,0.32653061224489793
B,0.4319490754774174,0.39647952230252914,Out of Stock,0.4693877551020408
Unknown,0.2107709406890977,0.26903925568826137,In Stock,0.24489795918367346
Unknown,0.1033646559563504,0.5207552497147244,In Stock,0.3469387755102041
Unknown,0.03223198949176519,0.3011165747655117,In Stock,0.12244897959183673
Unknown,0.8270182883702132,0.8403068462309727,In Stock,0.7142857142857142
C,0.09467515408709709,0.48637908439701893,Out of Stock,0.8979591836734693
Unknown,0.42315853288875416,0.36778478337602494,Out of Stock,0.0
D,0.42386581792462363,0.5761060557580422,In Stock,0.1020408163265306
B,0.24805496615135902,0.5207552497147244,In Stock,0.14285714285714285
Unknown,0.846822269374558,0.08832451121418972,In Stock,0.8979591836734693
A,0.4945438011518642,0.7452175834389361,In Stock,0.42857142857142855
Unknown,0.3677882186521168,0.5207552497147244,Out of Stock,0.061224489795918366
Unknown,0.7997372941295342,0.15301991421947264,In Stock,0.061224489795918366
D,0.48580377892290594,0.9979386019788693,In Stock,0.9183673469387754
Unknown,0.43720319288673337,0.5207552497147244,In Stock,0.16326530612244897
Unknown,0.4132565423865818,0.5273905310602314,In Stock,0.02040816326530612
C,0.5643124179044154,0.5207552497147244,Out of Stock,0.14285714285714285
A,0.9107810447610387,0.2901627048357681,In Stock,0.9183673469387754
A,0.04759017884207336,0.5207552497147244,In Stock,0.4693877551020408
A,0.6067495200565828,0.04073063940728461,Out of Stock,0.44897959183673464
Unknown,0.9459432151156916,0.5207552497147244,In Stock,0.4897959183673469
Unknown,0.5075275335960392,0.5207552497147244,Out of Stock,0.9999999999999999
Unknown,0.038193391936950594,0.4740138977196432,In Stock,0.42857142857142855
Unknown,0.305142972617965,0.5207552497147244,In Stock,0.9387755102040816
D,0.8862281499444276,0.562312779588687,In Stock,0.836734693877551
C,0.10983126199858542,0.9899594793721237,Out of Stock,0.6938775510204082
Unknown,0.9694857027382034,0.5838930238246709,In Stock,0.22448979591836732
A,0.3526321107406285,0.5207552497147244,In Stock,0.6326530612244897
Unknown,0.18076184702435083,0.5207552497147244,In Stock,0.2857142857142857
D,0.9580681014448823,0.3346776273110633,In Stock,0.5510204081632653
Unknown,0.3845609780741639,0.3477879313856638,Out of Stock,0.5510204081632653
Unknown,0.3518237849853491,0.5207552497147244,In Stock,0.8979591836734693
D,0.39345256138223705,0.5207552497147244,Out of Stock,0.5102040816326531
Unknown,0.658381327675053,0.2100646454496991,In Stock,0.9795918367346939
B,0.5003536425179347,0.22333705688002758,In Stock,0.1020408163265306
D,0.8748105486511064,0.5207552497147244,In Stock,0.8571428571428571
B,0.6127109225017682,0.5207552497147244,In Stock,0.9591836734693877
Unknown,0.6522178437910477,0.5207552497147244,In Stock,0.18367346938775508
D,0.9792866525209659,0.2826733924242828,Out of Stock,0.2857142857142857
C,0.7670001010407194,0.5207552497147244,In Stock,0.7142857142857142
A,0.5854299282610892,0.5207552497147244,Out of Stock,0.836734693877551
Unknown,0.036374658987571994,0.08271332286999095,In Stock,0.5918367346938775
Unknown,0.4618571284227544,0.9620717621594849,Out of Stock,0.0
B,0.4980297059715066,0.21610039194946862,In Stock,0.5102040816326531
Unknown,0.8658179246236233,0.5207552497147244,In Stock,0.0
Unknown,0.31928867333535416,0.5207552497147244,In Stock,0.16326530612244897
A,0.2897847832676569,0.2572536479851646,Out of Stock,0.04081632653061224
Unknown,0.667474992421946,0.5445564576385532,In Stock,0.4897959183673469
Unknown,0.9045165201576235,0.5418267287356755,In Stock,0.5306122448979591
Unknown,0.7244619581691422,0.3418282139911327,In Stock,0.5918367346938775
C,0.7851874305345053,0.7483561914513097,Out of Stock,0.8571428571428571
Unknown,0.5898757199151258,0.9631526566951701,Out of Stock,0.14285714285714285
Unknown,0.21289279579670609,0.31203177402031024,In Stock,0.061224489795918366
Unknown,0.3080731534808528,0.24794113089498715,In Stock,0.16326530612244897
A,0.6879862584621602,0.33462264069039604,Out of Stock,0.22448979591836732
Unknown,0.03394968172173386,0.5207552497147244,In Stock,0.42857142857142855
Unknown,0.4945438011518642,0.5207552497147244,In Stock,0.3877551020408163
Unknown,0.26866727291098313,0.31507063303907046,In Stock,0.2857142857142857
Unknown,0.632413862786703,0.7397605493048968,In Stock,0.1020408163265306
C,0.13569768616752553,0.5207552497147244,In Stock,0.7755102040816326
Unknown,0.4604425583510155,0.6986864022895178,In Stock,0.3061224489795918
Unknown,0.9150247549762554,0.5207552497147244,In Stock,0.5102040816326531
C,0.9299787814489239,0.7832696477727247,In Stock,0.36734693877551017
Unknown,0.27331514600383955,0.5545507822542082,Out of Stock,0.7959183673469387
A,0.12074365969485702,0.5207552497147244,In Stock,0.7346938775510203
Unknown,0.4794382136000808,0.5207552497147244,In Stock,0.836734693877551
D,0.8237849853490956,0.7972644083933574,In Stock,0.7346938775510203
D,0.7873092856421138,0.08472611043784511,In Stock,0.5102040816326531
Unknown,0.8191371122562392,0.2320338400823993,Out of Stock,0.3877551020408163
Unknown,0.7237546731332727,0.10498491197125931,In Stock,0.7551020408163265
B,0.4878245933111044,0.5806116614756225,Out of Stock,0.18367346938775508
Unknown,0.4945438011518642,0.4671278616604301,Out of Stock,0.32653061224489793
D,0.494796402950389,0.5207552497147244,Out of Stock,0.8163265306122448
Unknown,0.4945438011518642,0.8974905665955107,Out of Stock,0.5102040816326531
Unknown,0.28564211377185006,0.43618946943681114,Out of Stock,0.9387755102040816
D,0.4473072648277256,0.5207552497147244,In Stock,0.08163265306122448
Unknown,0.34424573102960493,0.5207552497147244,In Stock,0.2040816326530612
Unknown,0.9089623118116601,0.2594383496022422,Out of Stock,0.12244897959183673
Unknown,0.14802465393553604,0.5207552497147244,In Stock,0.7551020408163265
Unknown,0.08325755279377589,0.5207552497147244,Out of Stock,0.42857142857142855
Unknown,0.7513387895321815,0.38264631735974797,In Stock,0.5918367346938775
D,0.2723047388097403,0.48890456691403206,In Stock,0.5306122448979591
Unknown,0.3708194402344145,0.5207552497147244,In Stock,0.8979591836734693
Unknown,0.6264524603415176,0.22080695123542166,In Stock,0.12244897959183673
Unknown,0.8075174295240982,0.09447908132146288,Out of Stock,0.6122448979591836
C,0.9872688693543498,0.5207552497147244,In Stock,0.3877551020408163
C,0.9006769728200464,0.683255567645974,In Stock,0.5306122448979591
B,0.3555622916035162,0.5675892062613314,In Stock,0.32653061224489793
C,0.8615742144084065,0.5207552497147244,Out of Stock,0.9183673469387754
A,0.7461857128422754,0.5207552497147244,Out of Stock,0.8775510204081632
Unknown,0.0783065575426897,0.7402505238396442,In Stock,0.44897959183673464
Unknown,0.7028392442154188,0.38024139219179687,Out of Stock,0.9591836734693877
A,0.5004546832373447,0.44576562932848807,In Stock,0.14285714285714285
A,0.11609578660200061,0.5207552497147244,In Stock,0.8163265306122448
D,0.12044053753662727,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.392240072749318,0.7674308729019689,Out of Stock,0.5102040816326531
Unknown,0.279175507729615,0.6393107254259248,In Stock,0.8775510204081632
Unknown,0.729817116297868,0.8009786634206387,In Stock,0.44897959183673464
C,0.41628776396887945,0.5207552497147244,In Stock,0.4693877551020408
Unknown,0.23926442356269578,0.00925284673556026,In Stock,0.836734693877551
Unknown,0.1561079114883298,0.8214868654489892,In Stock,0.5510204081632653
C,0.42932201677275944,0.7840993138518256,Out of Stock,0.1020408163265306
Unknown,0.9346266545417803,0.5207552497147244,Out of Stock,0.6326530612244897
D,0.93503081741942,0.5836531848122605,In Stock,0.3469387755102041
Unknown,0.06203900171769223,0.8926628479664903,In Stock,0.3469387755102041
B,0.5464282105688593,0.6959224591359379,Out of Stock,0.3469387755102041
C,0.31332727089016876,0.5207552497147244,In Stock,0.0
Unknown,0.3387895321814691,0.8512942067265531,In Stock,0.7755102040816326
Unknown,0.3348489441244822,0.682252260071377,Out of Stock,0.2040816326530612
Unknown,0.14711528746084673,0.5207552497147244,In Stock,0.5714285714285714
D,0.007578053955744164,0.5207552497147244,In Stock,0.6326530612244897
B,0.8478326765686571,0.6998838110229884,Out of Stock,0.061224489795918366
Unknown,0.6672729109831261,0.6379908448769868,In Stock,0.22448979591836732
Unknown,0.0728503586945539,0.577330378526594,In Stock,0.5102040816326531
D,0.9751439830251591,0.2398271615880857,Out of Stock,0.16326530612244897
Unknown,0.7611397393149438,0.5207552497147244,In Stock,0.24489795918367346
A,0.3356572698797616,0.9230978102853874,Out of Stock,0.5102040816326531
Unknown,0.8203496008891583,0.9436427765043475,In Stock,0.7346938775510203
Unknown,0.5085379407901384,0.5207552497147244,In Stock,0.7142857142857142
A,0.9265433969889866,0.36500975188624973,In Stock,0.7551020408163265
Unknown,0.8390421339799939,0.07281011635104523,Out of Stock,0.22448979591836732
C,0.6320096999090633,0.2828529847053588,In Stock,0.1020408163265306
B,0.35606749520056585,0.5207552497147244,Out of Stock,0.0
A,0.9511973325250075,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.1418611700515308,0.5207552497147244,In Stock,0.6938775510204082
C,0.7581085177326462,0.5089870021194413,In Stock,0.16326530612244897
Unknown,0.6574719612003637,0.5207552497147244,In Stock,0.5102040816326531
B,0.8555117712438112,0.825620595762743,In Stock,0.8571428571428571
Unknown,0.374052743255532,0.2819744873464446,In Stock,0.42857142857142855
C,0.1541881378195413,0.5207552497147244,In Stock,0.0
Unknown,0.8302515913913306,0.26657654230655947,In Stock,0.5102040816326531
B,0.5511771243811255,0.47964249014008675,Out of Stock,0.2857142857142857
B,0.8709710013135293,0.5980866261286089,In Stock,0.5306122448979591
Unknown,0.2566434273012024,0.6715674212660678,Out of Stock,0.9999999999999999
Unknown,0.0819440234414469,0.08316353022430595,In Stock,0.3061224489795918
Unknown,0.30322319894917654,0.46004519096824226,In Stock,0.4081632653061224
C,0.8674345761341821,0.4024214284922115,In Stock,0.3877551020408163
Unknown,0.5655249065373346,0.5487864614020294,Out of Stock,0.5102040816326531
C,0.9683742548246943,0.9288782984514908,In Stock,0.5510204081632653
Unknown,0.14701424674143682,0.15897654091816038,In Stock,0.4693877551020408
Unknown,0.5187430534505405,0.3226749652020694,In Stock,0.2040816326530612
Unknown,0.8584419521066989,0.5207552497147244,In Stock,0.9591836734693877
D,0.759725169243205,0.5207552497147244,Out of Stock,0.6122448979591836
Unknown,0.3059512983732444,0.5193512092223936,In Stock,0.32653061224489793
Unknown,0.30150550671920784,0.5207552497147244,Out of Stock,0.04081632653061224
C,0.09588764272001617,0.4963050958729617,In Stock,0.2040816326530612
Unknown,0.5845205617863999,0.28935729476710625,In Stock,0.9795918367346939
Unknown,0.12306759624128523,0.3398194606538101,In Stock,0.24489795918367346
Unknown,0.7420430433464685,0.1326350375875638,Out of Stock,0.6326530612244897
Unknown,0.04071940992219865,0.5207552497147244,Out of Stock,0.6122448979591836
Unknown,0.528645043952713,0.5207552497147244,Out of Stock,0.2857142857142857
Unknown,0.33212084470041425,0.23553365111164903,Out of Stock,0.04081632653061224
Unknown,0.5903809235121754,0.6390607525843975,Out of Stock,0.4693877551020408
Unknown,0.10508234818631908,0.3150960205012623,Out of Stock,0.32653061224489793
Unknown,0.407800343538446,0.6150135028366261,In Stock,0.5102040816326531
Unknown,0.34596342325957363,0.29566493876660893,Out of Stock,0.36734693877551017
Unknown,0.25280387996362536,0.5207552497147244,Out of Stock,0.5102040816326531
Unknown,0.9497827624532686,0.764987521060203,In Stock,0.08163265306122448
Unknown,0.34758007477013236,0.3177498915672309,Out of Stock,0.7346938775510203
Unknown,0.8977467919571587,0.8957246223336882,Out of Stock,0.6530612244897959
Unknown,0.4945438011518642,0.7489636035944514,In Stock,0.2040816326530612
A,0.9933313125189451,0.5207552497147244,In Stock,0.3061224489795918
Unknown,0.9886834394260887,0.18035938856581946,In Stock,0.24489795918367346
Unknown,0.6963726381731837,0.7056680147342377,Out of Stock,0.22448979591836732
Unknown,0.7451753056481761,0.65795720765378,In Stock,0.5102040816326531
Unknown,0.9190663837526523,0.8743339948889927,Out of Stock,0.8163265306122448
A,0.30544609477619483,0.5207552497147244,In Stock,0.36734693877551017
Unknown,0.4009295746185713,0.5207552497147244,In Stock,0.9387755102040816
Unknown,0.21097302212791758,0.5207552497147244,In Stock,0.2040816326530612
Unknown,0.7525512781651005,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.19409922198646057,0.9766032635180547,In Stock,0.6326530612244897
Unknown,0.13266646458522785,0.3455667026522343,Out of Stock,0.8571428571428571
B,0.8428816813175709,0.4436657701114731,In Stock,0.836734693877551
Unknown,0.613014044659998,0.4261610108688354,Out of Stock,0.7755102040816326
Unknown,0.34737799333131253,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.8296453470748711,0.4298565926154063,In Stock,0.32653061224489793
Unknown,0.26199858542992827,0.6948678934681543,Out of Stock,0.1020408163265306
C,0.9808022633121147,0.2860273461018126,In Stock,0.16326530612244897
Unknown,0.7016267555824998,0.1785415811342833,In Stock,0.1020408163265306
Unknown,0.6196827321410528,0.2758119945487616,Out of Stock,0.5102040816326531
Unknown,0.7509346266545417,0.8541340072839069,In Stock,0.5102040816326531
Unknown,0.4945438011518642,0.0006846087093422271,Out of Stock,0.42857142857142855
Unknown,0.4810548651106396,0.5207552497147244,Out of Stock,0.5102040816326531
A,0.5222794786298878,0.5207552497147244,In Stock,0.9183673469387754
Unknown,0.08537940790138425,0.5207552497147244,In Stock,0.1020408163265306
Unknown,0.5904819642315853,0.6654443957415176,Out of Stock,0.5102040816326531
Unknown,0.9250277861978377,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.4945438011518642,0.8891153330677523,In Stock,0.7142857142857142
Unknown,0.745377387086996,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.6166515105587551,0.6614181640414769,In Stock,0.5918367346938775
A,0.15964433666767708,0.5207552497147244,In Stock,0.9183673469387754
Unknown,0.08244922703849651,0.17902415638440522,Out of Stock,0.6938775510204082
Unknown,0.2789734262907952,0.3271842613531949,In Stock,0.8979591836734693
Unknown,0.9689804991411538,0.5207552497147244,In Stock,0.5306122448979591
Unknown,0.4865110639587754,0.5207552497147244,Out of Stock,0.42857142857142855
Unknown,0.8522784682226937,0.4891800119022204,In Stock,0.2040816326530612
D,0.5094473072648277,0.7485853828122828,Out of Stock,0.5510204081632653
Unknown,0.27321410528442963,0.018580758826184485,Out of Stock,0.6122448979591836
Unknown,0.9581691421642922,0.9313936228432195,In Stock,0.4897959183673469
Unknown,0.046680812367384056,0.5207552497147244,In Stock,0.9999999999999999
Unknown,0.09437203192886733,0.09778695142455857,In Stock,0.7959183673469387
Unknown,0.7240577952915024,0.784758457539798,In Stock,0.7142857142857142
Unknown,0.20410225320804284,0.01747461875095846,In Stock,0.5102040816326531
C,0.21814691320602203,0.03846727669234207,Out of Stock,0.22448979591836732
B,0.06264524603415175,0.5207552497147244,In Stock,0.3877551020408163
Unknown,0.09295746185712842,0.5207552497147244,In Stock,0.02040816326530612
Unknown,0.5188440941699505,0.9641888123612902,In Stock,0.9999999999999999
Unknown,0.34828735980600184,0.5549635344482647,In Stock,0.02040816326530612
Unknown,0.9106800040416287,0.0013379716469453795,In Stock,0.5102040816326531
C,0.6642416894008285,0.636519936042257,In Stock,0.5102040816326531
Unknown,0.6494897443669798,0.5207552497147244,In Stock,0.5306122448979591
Unknown,0.4945438011518642,0.25718547367890854,In Stock,0.7551020408163265
Unknown,0.640193998181267,0.1517801910226621,In Stock,0.7959183673469387
Unknown,0.3404061836920279,0.2919337315775793,Out of Stock,0.1020408163265306
A,0.31615641103364656,0.4121890033019904,Out of Stock,0.16326530612244897
Unknown,0.5629988885520865,0.5207552497147244,In Stock,0.5102040816326531
C,0.11700515307668989,0.6575298973301964,Out of Stock,0.8775510204081632
Unknown,0.014852985753258564,0.522845120197748,In Stock,0.5306122448979591
Unknown,0.8151965241992523,0.7574178652895373,Out of Stock,0.7142857142857142
Unknown,0.3364655956350409,0.09816201114194062,In Stock,0.9183673469387754
A,0.2645246034151763,0.5172768284087759,In Stock,0.4693877551020408
Unknown,0.8914822673537435,0.0016625879496486862,Out of Stock,0.4081632653061224
C,0.11599474588259069,0.4515457112698539,Out of Stock,0.4081632653061224
Unknown,0.1819743356572699,0.5207552497147244,Out of Stock,0.9387755102040816
D,0.7110235424876225,0.5207552497147244,In Stock,0.8775510204081632
C,0.8582398706678791,0.8938034467146457,Out of Stock,0.7142857142857142
C,0.6529251288269172,0.337705495760099,In Stock,0.9999999999999999
Unknown,0.28321713650601194,0.5207552497147244,Out of Stock,0.5510204081632653
B,0.6344346771749014,0.7933591235322409,Out of Stock,0.6326530612244897
Unknown,0.42891785389511977,0.5207552497147244,Out of Stock,0.836734693877551
Unknown,0.019096695968475297,0.7407663421644503,In Stock,0.7959183673469387
Unknown,0.046478730928564214,0.1610379572385373,In Stock,0.061224489795918366
Unknown,0.051732848337880166,0.5207552497147244,Out of Stock,0.26530612244897955
B,0.4945438011518642,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.9614024451854097,0.5207552497147244,Out of Stock,0.5102040816326531
D,0.5293523289885823,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.29251288269172476,0.4854816047132008,Out of Stock,0.5102040816326531
Unknown,0.1579266444377084,0.9655768562484749,In Stock,0.6938775510204082
Unknown,0.2500757805395575,0.5207552497147244,Out of Stock,0.9999999999999999
A,0.5735071233707184,0.5207552497147244,In Stock,0.4081632653061224
Unknown,0.9694857027382034,0.6654534104680866,In Stock,0.8163265306122448
Unknown,0.4945438011518642,0.4424012660633868,Out of Stock,0.9183673469387754
Unknown,0.13933515206628272,0.04988434622176896,In Stock,0.5306122448979591
Unknown,0.4817621501465091,0.5207552497147244,Out of Stock,0.04081632653061224
Unknown,0.7057694250783065,0.8218848506325437,In Stock,0.7142857142857142
C,0.358492472466404,0.5207552497147244,In Stock,0.7551020408163265
Unknown,0.2952409821157927,0.5207552497147244,In Stock,0.32653061224489793
Unknown,0.02283520258664242,0.5207552497147244,Out of Stock,0.836734693877551
Unknown,0.14509447307264828,0.5207552497147244,In Stock,0.836734693877551
A,0.5677478023643527,0.6449968676237144,In Stock,0.8163265306122448
Unknown,0.9323027179953521,0.5207552497147244,In Stock,0.9795918367346939
Unknown,0.3502071334747904,0.7777719439661966,Out of Stock,0.22448979591836732
Unknown,0.7224411437809437,0.5207552497147244,Out of Stock,0.7346938775510203
C,0.9110841669192684,0.3973989047516182,In Stock,0.2040816326530612
D,0.8062039001717692,0.6619637070966364,In Stock,0.24489795918367346
Unknown,0.4945438011518642,0.6756085911914093,In Stock,0.6122448979591836
Unknown,0.028190360715368297,0.5207552497147244,Out of Stock,0.42857142857142855
Unknown,0.11589370516318075,0.3900977707819866,In Stock,0.9999999999999999
B,0.6410023239365464,0.635761051217997,Out of Stock,0.5102040816326531
C,0.8696574719612004,0.5207552497147244,In Stock,0.3877551020408163
Unknown,0.5493583914317469,0.2024388214646866,Out of Stock,0.3469387755102041
C,0.7260786096797008,0.2613085653169144,In Stock,0.3061224489795918
D,0.6745478427806405,0.5207552497147244,In Stock,0.836734693877551
Unknown,0.7651813680913407,0.5207552497147244,Out of Stock,0.02040816326530612
Unknown,0.9229059310902293,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.2630089926240275,0.8823302738442945,In Stock,0.14285714285714285
D,0.4187127412347176,0.5207552497147244,Out of Stock,0.6938775510204082
Unknown,0.2148125694654946,0.5477213983800385,In Stock,0.4693877551020408
Unknown,0.7287056683843589,0.9056476283507539,In Stock,0.6122448979591836
D,0.8724866121046781,0.7742443744850439,In Stock,0.836734693877551
Unknown,0.34697383045367286,0.5207552497147244,In Stock,0.26530612244897955
Unknown,0.5223805193492977,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.5063150449631201,0.5207552497147244,Out of Stock,0.3469387755102041
Unknown,0.2660402142063252,0.480422611223018,In Stock,0.5306122448979591
Unknown,0.23542487622511873,0.5207552497147244,Out of Stock,0.32653061224489793
Unknown,0.4945438011518642,0.15843680214428718,In Stock,0.9387755102040816
Unknown,0.5692634131555017,0.5207552497147244,In Stock,0.2857142857142857
Unknown,0.3171668182277458,0.9653557253095703,In Stock,0.14285714285714285
D,0.03354551884409417,0.5207552497147244,Out of Stock,0.12244897959183673
B,0.9713044356875821,0.8895492830753421,In Stock,0.02040816326530612
Unknown,0.25906840456704056,0.49564848796542305,In Stock,0.5714285714285714
C,0.3145397595230878,0.34420586327040237,In Stock,0.5102040816326531
C,0.06405981610589066,0.5207552497147244,In Stock,0.24489795918367346
Unknown,0.4595331918763262,0.04256648596634294,Out of Stock,0.22448979591836732
C,0.43346468626856627,0.4324517208731379,In Stock,0.26530612244897955
Unknown,0.04375063150449632,0.5207552497147244,In Stock,0.18367346938775508
Unknown,0.06072547236536325,0.08232374263237341,Out of Stock,0.08163265306122448
Unknown,0.052339092654339704,0.5207552497147244,Out of Stock,0.673469387755102
D,0.42315853288875416,0.5207552497147244,In Stock,0.26530612244897955
A,0.8152975649186622,0.2648472045973209,Out of Stock,0.2857142857142857
Unknown,0.12155198545013639,0.5207552497147244,In Stock,0.7755102040816326
Unknown,0.09861574214408406,0.9268507071599964,In Stock,0.4693877551020408
Unknown,0.6247347681115489,0.4021463977234885,In Stock,0.5510204081632653
Unknown,0.6516115994745882,0.8120732663264957,In Stock,0.1020408163265306
C,0.9562493684955037,0.5207552497147244,Out of Stock,0.02040816326530612
C,0.4945438011518642,0.5207552497147244,Out of Stock,0.5102040816326531
Unknown,0.9437203192886733,0.422859610729853,In Stock,0.7959183673469387
A,0.1433767808426796,0.5207552497147244,In Stock,0.5918367346938775
Unknown,0.16186723249469537,0.46360251242799644,In Stock,0.12244897959183673
Unknown,0.005658280286955643,0.5207552497147244,Out of Stock,0.24489795918367346
Unknown,0.013034252803879964,0.111079297371932,In Stock,0.7755102040816326
D,0.8021622713953723,0.8131080697859553,In Stock,0.1020408163265306
A,0.03213094877235526,0.4161350849271951,In Stock,0.02040816326530612
C,0.7621501465090431,0.5207552497147244,In Stock,0.5102040816326531
D,0.5249065373345457,0.7337952066545007,In Stock,0.1020408163265306
Unknown,0.4581186218045873,0.5207552497147244,In Stock,0.16326530612244897
C,0.7314337678084267,0.5207552497147244,In Stock,0.42857142857142855
B,0.1888451045771446,0.5207552497147244,In Stock,0.02040816326530612
Unknown,0.4893402041022532,0.30921814206388853,Out of Stock,0.14285714285714285
B,0.3344447812468425,0.5207552497147244,Out of Stock,0.4897959183673469
B,0.2867535616853592,0.45250848082258344,In Stock,0.9591836734693877
Unknown,0.4945438011518642,0.8842945249871313,In Stock,0.6326530612244897
Unknown,0.3211074062847328,0.5207552497147244,Out of Stock,0.5918367346938775
Unknown,0.031019500858846118,0.5207552497147244,Out of Stock,0.32653061224489793
B,0.8677376982924118,0.5207552497147244,Out of Stock,0.02040816326530612
Unknown,0.9280590077801354,0.9245606513593844,In Stock,0.04081632653061224
Unknown,0.35243002930180867,0.7752381382209436,Out of Stock,0.5102040816326531
D,0.7620491057896331,0.5207552497147244,Out of Stock,0.5102040816326531
Unknown,0.23502071334747904,0.5207552497147244,Out of Stock,0.9591836734693877
A,0.5262200666868748,0.6626247241581327,Out of Stock,0.02040816326530612
Unknown,0.26240274830756793,0.8355851914902171,Out of Stock,0.8163265306122448
Unknown,0.327270890168738,0.9608373021403617,In Stock,0.8979591836734693
